domain,subdomain,count,datasets,forms,count_basis
Clinical Medicine,Microbiology: Bacterial Treatment,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Microbiology: Candida,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Microbiology: Complement System,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Microbiology: Cryptocococcus,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Microbiology: Dermatophytes,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Microbiology: Immunodeficiency,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Microbiology: Oncogenic Virus,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Microbiology: Pneumococci,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Microbiology: Properties Of Fungus,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Ophthalmology: Accommodation And Its Anomalies,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Ophthalmology: Age Related Cataract,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Ophthalmology: Aiims 2018,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Ophthalmology: Congenital And Developmental Disorders,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,"Ophthalmology: Graves' Ophthalmopathy, Tumors, Fractures, And Surgery",3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Ophthalmology: Neet Jan 2020,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Ophthalmology: Oedema Of Lids,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Ophthalmology: Symptomatic Conditions,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Ophthalmology: Symptomatic Disturbance Of Vision,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Orthopaedics: Avascular Necrosis And Osteochondroses,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Orthopaedics: Dislocation Of Hip,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Orthopaedics: Fracture Of Tibia And Fibula,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Orthopaedics: Hyperparathyroidism,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Orthopaedics: Neet 2018,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Orthopaedics: Osseous Origin Bone Tumors,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Orthopaedics: Osteomalacia,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Orthopaedics: Ulnar Nerve Injury,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: Aplastic Anemia,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: Cell And Tissue Regeneration,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,"Pathology: Chronic Interstitial ( Restrictive, Infiltrative) Lung Diseases",3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: Clotting System,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: Coagulation,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: Endocrine Pancreas,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: Esophagus,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: General Immunity,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: Miscellaneous ( Central Nervous System),3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: Multiple Myeloma,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: Pulmonary Infections,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pathology: Urinary Bladder,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pediatrics: Assessment Of Fetal Growth And Development,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pediatrics: Clinical Manifestations Of Gi Disease,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pediatrics: Diabetes Mellitus And Obesity,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pediatrics: Disorders Of Muscles In Children,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pediatrics: Hematopoietic System,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pediatrics: Impoant Parasitic Infections In Children,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pediatrics: Introduction,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pediatrics: Maintenance And Replacement Therapy,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pediatrics: Mycobacterial Infections,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pediatrics: Rheumatic Heart Disease,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pharmacology: Anti Helminths,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Pharmacology: General Property,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Physiology: Aiims 2017,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,"Physiology: Circulation ( Blood Flow, Blood Pressure, Regional Circulation, Cardiovascular Changes During Exercise)",3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Physiology: Endocrine Regulation And The Pituitary Gland,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Physiology: Gaseous Exchange,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Physiology: Git,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Physiology: Immunology,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Physiology: Jipmer 2017,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Physiology: Renal Regulation Of Minerals,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Physiology: Thyroid,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Psychiatry: Cognitive And Behavior Therapy,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Psychiatry: Mental Retardation,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Psychiatry: Panic Disorder,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Radiology: Aiims 2018,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Radiology: Aortic Imaging,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Radiology: Positron Emission Tomography Of Non Oncological Disorders,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Radiology: Radiation Dose And Safety Considerations In Imaging,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Radiology: Radionuclide Therapeutic Intervention,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Radiology: Radiotherapy Beam Production,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Arboviral Diseases,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Concept Of Health & Disease,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Concept Of Well Being,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Disaster Management,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Errors And P Value,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Genetics And Health,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Kfp,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Precision & Accuracy,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Rabies,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Sterilization And Disinfection,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Social & Preventive Medicine: Tetanus,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Acute Arterial Occlusion,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Anatomy & Physiology ( Testis & Scrotum),3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Anatomy ( Urethra & Penis),3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Consequences And Complications Of Splenectomy,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Evaluation And Management Of Portal Hypertension,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Femoral Hernias,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Fluids & Electrolyte Disorders Acid Base Balance,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Fluids & Electrolyte Disorders Volume,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Fmge 2017,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Miscellaneous ( Bladder),3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Miscellaneous ( Lung),3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Miscellaneous ( Pancreas),3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Miscellaneous ( Parathyroid & Adrenal Glands),3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Miscellaneous ( Thyroid Gland),3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Small Intestine Crohn'S Disease,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Surgery: Small Intestine Mesenteric Ischemia,3,MedMCQA:3,MCQA:3,records:3
Clinical Medicine,Anaesthesia: Anesthesia For Cardiovascular Disease And Surgery,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anaesthesia: Anesthesia For Kidney Disease,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anaesthesia: Anesthesia For Liver Disease,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anaesthesia: Anesthesia For Neurosurgery,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anaesthesia: Fmge 2017,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anaesthesia: Neet 2018,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anaesthesia: Pediatric Anesthesia,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Aerial Supply,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,"Anatomy: Cailage, Cell Junction, Lymphoid And Integumentary System",2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Embryology Of Digestive System,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Joints Of Upper Extremity,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Kidney,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Lymphatics Of Abdomen And Pelvis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Neuroanatomy 2,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Osteology Of Upper Extremity,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Reproductive System,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Spinal Cord,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Tumors,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Anatomy: Upper Limb Vascular Supply,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Biochemistry: Concepts In Biochemistry,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Dental: Aiims 2018,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Dental: Aiims 2019,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Dental: Fmge 2018,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Dental: Jipmer 2019,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Anatomy Of External Ear,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Ca Larynx,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Diseases Of Nose And Paranasal Sinuses,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Dns,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Granulomatous Disorders Of Nose Nasal Polyp And Foreign Body,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Inner Ear,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Jipmer 2017,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Jipmer 2019,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Laryngeal Paralysis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Miscellaneous ( Larynx),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Miscellaneous Ear,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Miscellaneous Topics,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Nasal Polyps,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Oropharynx,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Otitis Media,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Pharyngeal Pouch,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Physiology Of Hearing,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Rhinosporidiosis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ent: Trauma To The Face,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Forensic Medicine: Agro Chemical Poisoning,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Forensic Medicine: Consent To And Refusal Of Treatment,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Forensic Medicine: Non Narcotic Drug Abuse & Deliriant Poisons,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Breasts And Lactation,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Care Of The Pregnant Woman,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Causes Of Obstetrical Hemorrhage,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Cervical Insufficiency,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: External Genitalia,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Fetal Imaging,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Fibromyoma Of The Uterus,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Fmge 2017,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Growth Of The Fetus During Pregnancy,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Labor Management Protocols,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Medical Abortion,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Natural Family Planning,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Normal Menstrual Cycle,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Pathology And Spread,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Pathophysiology,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Preterm Labour & Interauterine Fetal Death,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Renal And Urinary Tract Disorders,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: The Amnion And Umbilical Cord,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: The Uterine Cycle,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Uterine Tubes,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Gynaecology & Obstetrics: Version,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Acute Respiratory Distress Syndrome,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Ai Ds,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Ataxic Disorders,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Autonomic Nervous System Disorders,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Brain,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Hypertrophic Cardiomyopathy,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Nephrolithiasis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Pulmonary Thromboembolism And Deep Vein Thrombosis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Sickle Cell Anemia,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Smoking,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Medicine: Stomach,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Microbiology: Aspergillus,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Microbiology: Bacteriophage,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Microbiology: Bordetella,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Microbiology: Compylobactor,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Microbiology: Gram Positive Infections Corynebacterial Infections,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Microbiology: Nonsporing Anaerobes,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Microbiology: Polio V Irus,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Microbiology: Rhabdovirus,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Microbiology: Sporotrichosis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ophthalmology: Abnormalities Of Corneal Transparency,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ophthalmology: Fmge 2019,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ophthalmology: Immune Mediated Scleritis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ophthalmology: Orbital Inflammations,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ophthalmology: Symptomatic Disturbances Of Vision,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Ophthalmology: Traumatic Lesions,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Orthopaedics: Acute Dislocation Of Patella Or Knee,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Orthopaedics: Aiims 2017,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Orthopaedics: Chondroma,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Orthopaedics: Dnb 2018,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Orthopaedics: Erb'S Palsy,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Orthopaedics: Klumpke'S Paralysis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Orthopaedics: Rickets,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Orthopaedics: Scurvy,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pathology: Aiims 2020,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pathology: Autosomal Recessive Conditions,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pathology: Cardiac Tumors,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pathology: Causes Of Cell Injury,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pathology: Cerebrovascular Diseases,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pathology: Chronic And Cystic Diseases,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pathology: Neurodegenerative Disorder,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pathology: Pathologic Calcification,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pathology: Peptic Ulcer Disease,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pathology: Uterus,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Anemias Of Inadequate Production,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Delivery Room Emergencies,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Diabetes Mellitus In Children,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Electrolyte And Acid Base Disorders,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Embryology And Abdominal Wall Layer,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,"Pediatrics: Endocrine, Toxic, And Metabolic Myopathies",2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Hemorrhagic And Thrombotic Diseases,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Metabolism Of Amino Acids,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Necrotising Enterocolitis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Newborn Infant Delivery Room And Nursery Care,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Normal Hematopoiesis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Patterns Of Genetic Transmission,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: The Umbilicus,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Urinary Tract Infections,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Vitamin B,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pediatrics: Vitamin C,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pharmacology: Anti Malarial,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pharmacology: Gram Positive Infections Corynebacterial Infections,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,"Pharmacology: Kidney, Respiratory, Git And Autacoids",2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pharmacology: Quinolones,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pharmacology: Raas And Heart Failure Drugs,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Pharmacology: Sulfonamide,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Physiology: Adrenal,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Physiology: Circulation: Coronary Circulation And Ischemic Heart Disease,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Physiology: Circulation: Local And Humoral Control Of Tissue Blood Flow,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Physiology: Heart: Cardiac Muscle,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Physiology: Heart: Electrocardiographic Interpretation Blood Flow Abnormalities,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Physiology: Neet 2018,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Physiology: Smooth Muscle: Contraction And Excitation,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Psychiatry: Brief Psychotic Disorder And Catatonia,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Psychiatry: Hallucinogen Related Disorders,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Psychiatry: Jipmer 2019,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Psychiatry: Neet 2018,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Psychiatry: Posttraumatic Stress And Acute Stress Disorders,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Psychiatry: Psychiatry Q Bank,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Aiims 2019,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Brachytherapy,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Breast Ultrasonography And Mri,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Fmge 2018,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Imaging Of Mediastinal Disease,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Jipmer 2017,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Jipmer 2019,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Neet 2018,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Obstetrical Ultrasonography In The Second Trimester,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Peripheral And Visceral Vascular Imaging,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Positron Emission Tomography Of Oncological Disorders,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Radiology: Quality And Management In Radiotherapy,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Skin: Disorders Of Hyperpigmentation,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Social & Preventive Medicine: Ai Ds,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Social & Preventive Medicine: Aiims 2017,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Social & Preventive Medicine: Descriptive Epidemiology,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Social & Preventive Medicine: Egg,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Social & Preventive Medicine: Insecticides,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Social & Preventive Medicine: International Health,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Social & Preventive Medicine: Japanese Encephalitis,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Social & Preventive Medicine: Leprosy,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Social & Preventive Medicine: Plague,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Amputation,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anal Fissures,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anal Malignancy,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anatomy & Physiology ( Oesophagus),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anatomy & Physiology ( Peritonium),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anatomy & Physiology ( Vermiform Apendix),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anatomy ( Arterial Disorders),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anatomy ( Gall Bladder & Bile Ducts),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anatomy ( Kidney & Ureturs),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anatomy ( Neck),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anatomy ( Stomach And Duodenum),2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Anatomy And Physiology,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Bile Duct Injury And Stricture,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Bladder Injuries,2,MedMCQA:2,MCQA:2,records:2
Clinical Medicine,Surgery: Cerebrovascular Disorders,2,MedMCQA:2,MCQA:2,records:2
